,company_name,Type,Rating(K),Employees,Extra_Info
1149,Xebia,IT Services & Consulting,3.6,1k-5k Employees,Hilversum +12 more
1150,Eveready Industries,Auto Components,4.0,1k-5k Employees,89 years old
1151,Aparajitha Corporate Services,Recruitment,3.9,1k-5k Employees,Madurai +64 more
1152,Knight Frank,Real Estate,4.2,501-1k Employees,London +37 more
1153,bnp paribas india solutions,Banking,4.0,10k-50k Employees,Paris +8 more
1154,Flash Electronics,Electronics Manufacturing,3.5,1k-5k Employees,Pune +16 more
1155,Crowne Plaza,Hospitality,4.2,501-1k Employees,40 years old
1156,Hitachi Payment Services,FinTech,3.9,1k-5k Employees,Mumbai +33 more
1157,Westside,Fashion & Textile,4.1,5k-10k Employees,Mumbai +82 more
1158,Lumen Technologies,Telecom,3.9,1k-5k Employees,93 years old
1159,Shilpa Medicare,Pharma,3.6,1k-5k Employees,36 years old
1160,NoBrokerHOOD,Software Product,3.4,501-1k Employees,Bengaluru/Bangalore +23 more
1161,Lumina Datamatics,IT Services & Consulting,3.6,1k-5k Employees,Mumbai +11 more
1162,CNH Industrial,Automobile,4.2,1k-5k Employees,10 years old
1163,HomeLane,Architecture & Interior Design,3.5,501-1k Employees,9 years old
1164,GE Healthcare,Healthcare,4.2,1k-5k Employees,Chicago +25 more
1165,Bharti Infratel,Telecom,4.5,1k-5k Employees,17 years old
1166,Kutumbh Care,Recruitment,4.0,5k-10k Employees,Noida +140 more
1167,First Advantage,Recruitment,3.9,1k-5k Employees,Atlanta +12 more
1168,Transsion,Hardware & Networking,4.3,501-1k Employees,17 years old
1169,Jaya Hind Industries,Auto Components,3.6,1k-5k Employees,76 years old
1170,Magna Infotech,Automobile,3.3,1k-5k Employees,26 years old
1171,CreditAccess Grameen,Financial Services,4.2,10k-50k Employees,24 years old
1172,Salesforce,Software Product,4.2,1k-5k Employees,24 years old
1173,Deepak Fertilisers and Petrochemicals,Agro Chemicals,3.8,1k-5k Employees,44 years old
1174,City Union Bank,Banking,3.4,5k-10k Employees,119 years old
1175,Hitachi Systems Micro Clinic,IT Services & Consulting,4.0,1k-5k Employees,Chiyoda City +67 more
1176,Bitwise Solutions,IT Services & Consulting,4.3,501-1k Employees,Schaumburg +2 more
1177,Ivrcl Infrastructures & Projects,Engineering & Construction,4.2,1k-5k Employees,36 years old
1178,Tata Hitachi Construction Machinery,Industrial Machinery,4.0,1k-5k Employees,24 years old
1179,Trimax IT Infrastructure Services,IT Services & Consulting,3.4,1k-5k Employees,Mumbai +66 more
1180,Investors Clinic,Real Estate,3.9,1k-5k Employees,Noida +23 more
1181,Rebel Foods,Internet,3.7,5k-10k Employees,11 years old
1182,Rallis India,Agro Chemicals,4.3,1k-5k Employees,75 years old
1183,IMPACT Infotech,IT Services & Consulting,3.6,501-1k Employees,Pune +50 more
1184,Advik Hi Tech,Auto Components,3.7,1k-5k Employees,Pune +17 more
1185,RAMTeCH Software Solutions,IT Services & Consulting,3.7,1k-5k Employees,Noida +26 more
1186,AuthBridge Research Services,IT Services & Consulting,3.4,501-1k Employees,Gurgaon +12 more
1187,EMERSON PROCESS MANAGEMENT,Industrial Machinery,3.9,1k-5k Employees,133 years old
1188,Adani Green Energy,Power,4.2,501-1k Employees,8 years old
1189,Electrosteel Steels,Iron & Steel,4.2,501-1k Employees,17 years old
1190,NTT DATA Business Solutions,IT Services & Consulting,3.9,Bengaluru/Bangalore +21 more,
1191,Redington,Hardware & Networking,4.0,1k-5k Employees,24 years old
1192,Denave,Marketing & Advertising,3.9,501-1k Employees,Noida +51 more
1193,Caparo Engineering India,Auto Components,3.8,51-200 Employees,Gurgaon/Gurugram +33 more
1194,Dhani Loans and Services,NBFC,3.6,1k-5k Employees,
1195,Primus Global Technologies,IT Services & Consulting,4.2,11-50 Employees,Irving +25 more
1196,Engineers India,1k-5k Employees,4.3,Public,Delhi/NCR +49 more
1197,Ebix Software India,IT Services & Consulting,3.3,1k-5k Employees,47 years old
1198,Ingram Micro,IT Services & Consulting,4.0,1k-5k Employees,44 years old
1199,TCNS Clothing Company,Fashion & Textile,4.1,501-1k Employees,22 years old
1200,Chennai Radha Engineering Works,Industrial Machinery,3.9,5k-10k Employees,Chennai +34 more
1201,Religare,Financial Services,3.8,1k-5k Employees,39 years old
1202,McDermott International,Oil & Gas,4.2,1k-5k Employees,100 years old
1203,Globant,IT Services & Consulting,4.0,1k-5k Employees,San Francisco +11 more
1204,Eris Lifesciences,Pharma,3.8,1k-5k Employees,16 years old
1205,ACTE,Education & Training,4.8,1-10 Employees,Chennai +10 more
1206,Finolex Cables,Electrical Equipment,3.8,1k-5k Employees,67 years old
1207,Innodata Isogen,IT Services & Consulting,3.1,1k-5k Employees,New Jersey +7 more
1208,TÜV NORD,Other,3.6,201-500 Employees,Mumbai +46 more
1209,Rodic Consultants,Management Consulting,4.3,501-1k Employees,Delhi/NCR +87 more
1210,Svatantra Microfin,NBFC,4.3,1k-5k Employees,Mumbai +192 more
1211,Adani Enterprises,Financial Services,3.9,1k-5k Employees,35 years old
1212,Neeyamo Enterprise Solutions,1k-5k Employees,3.7,14 years old,
1213,Sharda Motor Industries,Auto Components,3.9,1k-5k Employees,37 years old
1214,Lea Associates South Asia,Power,4.2,201-500 Employees,Delhi/NCR +108 more
1215,Muthoot Microfin,Financial Services,4.1,5k-10k Employees,Ernakulam +155 more
1216,Ukb Electronics,Electronics Manufacturing,4.4,1k-5k Employees,Noida +13 more
1217,Guardian India,IT Services & Consulting,4.1,1k-5k Employees,New York  +6 more
1218,Mastek,IT Services & Consulting,3.7,1k-5k Employees,41 years old
1219,HSBC Bank,Fortune India 500,4.3,Hyderabad/Secunderabad +29 more,
1220,IFFCO,Agro Chemicals,3.9,1k-5k Employees,Delhi/NCR +67 more
1221,Apollo Munich Health Insurance,Financial Services,3.9,1k-5k Employees,16 years old
1222,Silaris Informations,BPO,3.1,1k-5k Employees,Delhi/NCR +18 more
1223,Citco,Financial Services,3.3,1k-5k Employees,Cayman Islands +6 more
1224,GSK Pharmaceuticals,Pharma,4.2,1k-5k Employees,193 years old
1225,Ameriprise Financial,Financial Services,4.0,1k-5k Employees,129 years old
1226,Indo Autotech,Auto Components,4.0,1k-5k Employees,Faridabad +22 more
1227,Jain Irrigation Systems,Accounting & Auditing,4.1,51-200 Employees,60 years old
1228,Comviva Technology,IT Services & Consulting,3.5,1k-5k Employees,Gurgaon +15 more
1229,Zydus Wellness,FMCG,3.3,1k-5k Employees,35 years old
1230,Astral Pipe,Building Material,4.1,1-10 Employees,Ahmedabad +69 more
1231,Ashirvad Pipes,Building Material,4.1,1k-5k Employees,Bangalore/Bengaluru +67 more
1232,Piramal Pharma,Pharma,3.9,1k-5k Employees,35 years old
1233,Edubridge Learning,Education & Training,3.7,501-1k Employees,Mumbai +58 more
1234,Amphenol Interconnect,Electrical Equipment,4.3,51-200 Employees,Pune +8 more
1235,Government of India,Government,4.2,1 Lakh+ Employees,73 years old
1236,ffreedom app,Internet,3.5,501-1k Employees,Bengaluru/Bangalore +16 more
1237,Biba Apparels,Fashion & Textile,3.9,1k-5k Employees,Gurgaon +76 more
1238,Gayatri Projects,Engineering & Construction,3.9,1k-5k Employees,60 years old
1239,Pratap Technocrats,Telecom,3.9,501-1k Employees,Jaipur +85 more
1240,Raychem RPG,Electrical Equipment,4.0,501-1k Employees,Mumbai +23 more
1241,Wipro Infrastructure Engineering,Industrial Machinery,3.8,1k-5k Employees,Bangalore/Bengaluru +30 more
1242,Ihg Group,Hospitality,4.1,5k-10k Employees,Gurgaon/Gurugram +35 more
1243,MattsenKumar,BPO,3.5,1k-5k Employees,Gurgaon/Gurugram +7 more
1244,Progressive Infotech,IT Services & Consulting,3.4,501-1k Employees,25 years old
1245,Ramco Systems,Software Product,3.4,1k-5k Employees,26 years old
1246,FIITJEE,Education & Training,3.7,1k-5k Employees,Delhi +43 more
1247,Jabil Circuit India,Electronics Manufacturing,3.9,1k-5k Employees,57 years old
1248,Ups Logistics,Logistics,4.3,1k-5k Employees,116 years old
1249,Echobooom Management & Entrepreneurial Solutions,Management Consulting,4.0,201-500 Employees,Mumbai +19 more
1250,TDK India,Semiconductors,4.0,1k-5k Employees,2023 years old
1251,ANZ Banking Group,Banking,4.0,1k-5k Employees,16 years old
1252,Isuzu Motors,Automobile,3.9,501-1k Employees,11 years old
1253,Fractal Analytics,1k-5k Employees,4.1,Indian Unicorn,New York City +9 more
1254,Re Sustainability Limited,Waste Management,4.0,10k-50k Employees,Hyderabad +59 more
1255,Skipper,Power,3.7,1k-5k Employees,42 years old
1256,Union Bank of India,Banking,3.9,50k-1 Lakh Employees,104 years old
1257,Sintex Industries,Industrial Machinery,4.2,5k-10k Employees,92 years old
1258,H&M,Retail,4.1,1k-5k Employees,76 years old
1259,Royal Caribbean International,Sports & Recreation,4.6,501-1k Employees,54 years old
1260,H&M,Retail,4.1,1k-5k Employees,76 years old
1261,Sintex Industries,Industrial Machinery,4.2,5k-10k Employees,92 years old
1262,United Spirits,Beverage,4.1,1k-5k Employees,26 years old
1263,Sl Lumax,Auto Components,3.2,1k-5k Employees,26 years old
1264,PUMA,Fashion & Textile,4.3,1k-5k Employees,Herzogenaurach +66 more
1265,Bses Rajdhani Power,Power,3.8,5k-10k Employees (Global),Delhi/NCR +9 more
1266,Jacobs Engineering Group,Engineering & Construction,4.2,201-500 Employees,76 years old
1267,Rane (Madras),Auto Components,4.1,201-500 Employees,26 years old
1268,NielsenIQ,IT Services & Consulting,3.9,1k-5k Employees,Chicago +17 more
1269,Times Internet,Internet,3.9,10k-50k Employees,24 years old
1270,VA Tech Wabag,Waste Management,3.9,501-1k Employees,99 years old
1271,Omaxe,Real Estate,3.8,201-500 Employees,34 years old
1272,Target,Retail,4.4,1k-5k Employees,121 years old
1273,Country Holidays Inn & Suites,Travel & Tourism,4.5,501-1k Employees,Noida +19 more
1274,Fleetguard Filters,Auto Components,4.1,1k-5k Employees,Pune +60 more
1275,Integreon,Legal,3.5,1k-5k Employees,Fargo +8 more
1276,Shaktiman Tirth Agro Technology,Industrial Machinery,4.1,1k-5k Employees,Rajkot +31 more
1277,Simplilearn,EdTech,3.3,1k-5k Employees,San Francisco +4 more
1278,Rohan Builders,Real Estate,4.3,1k-5k Employees,Pune +45 more
1279,Epsilon,Marketing & Advertising,4.1,1k-5k Employees,Texas +14 more
1280,NSB Bpo Solutions,BPO,2.8,1k-5k Employees,Bhopal +74 more
1281,Epicenter Technologies,IT Services & Consulting,3.6,1k-5k Employees,Mumbai +6 more
1282,Future Lifestyle Fashion,Retail,4.2,5k-10k Employees,11 years old
1283,Thriveni Earthmovers,Metals & Mining,3.9,5k-10k Employees,Salem +31 more
1284,Rentokil Pest Control,Facility Management Services,3.8,501-1k Employees,Mumbai +91 more
1285,Amway India Enterprises,FMCG,4.2,501-1k Employees,Ada Township +74 more
1286,Sadbhav Engineering,Engineering & Construction,4.3,1k-5k Employees,35 years old
1287,OMICS International,Printing & Publishing,2.8,51-200 Employees,16 years old
1288,HCL Comnet,Noida +37 more,3.9,,
1289,Ag Industries,Auto Components,4.1,201-500 Employees,Delhi/NCR +22 more
1290,Toyo Engineeering,Engineering & Construction,3.8,1k-5k Employees,Mumbai +31 more
1291,Vakrangee,BPO,3.7,1k-5k Employees,33 years old
1292,Somany Ceramics,Building Material,4.2,1k-5k Employees,55 years old
1293,Bpo Convergence,BPO,3.4,1k-5k Employees,9 years old
1294,Mott MacDonald,Engineering & Construction,4.2,501-1k Employees,Croydon +36 more
1295,CMS Computers Limited (INDIA),IT Services & Consulting,3.8,1k-5k Employees,Mumbai +57 more
1296,India Cements,Building Material,3.8,1k-5k Employees,77 years old
1297,AVEVA,IT Services & Consulting,4.3,1k-5k Employees,Cambridge +9 more
1298,Northern Trust,Financial Services,3.9,5k-10k Employees,
1299,Aerial Telecom Solutions,Telecom,4.2,501-1k Employees,Mohali +59 more
1300,Zuventus Healthcare,Pharma,4.0,1k-5k Employees,Mumbai +60 more
1301,Quatrro,IT Services & Consulting,3.5,501-1k Employees,Gurgaon +5 more
1302,SHYAM METALICS AND ENERGY,Iron & Steel,3.7,1k-5k Employees,28 years old
1303,Central Industrial Security Force,Government,4.4,1 Lakh+ Employees,Delhi/NCR +65 more
1304,EPL Limited,Packaging,3.9,1k-5k Employees,39 years old
1305,MagicBricks,Internet,3.3,501-1k Employees,Noida +28 more
1306,Bioclinica,Pharma,3.1,1k-5k Employees,Princeton +6 more
1307,Citigroup,Banking,3.8,10k-50k Employees,211 years old
1308,Deccan Fine Chemicals,Agro Chemicals,3.7,1k-5k Employees,Hyderabad/Secunderabad +15 more
1309,Linde India,Oil & Gas,4.1,201-500 Employees,144 years old
1310,Merino Industries,Building Material,3.8,501-1k Employees,55 years old
1311,Baxter International,Healthcare,4.1,1k-5k Employees,92 years old
1312,Naukri,Internet,4.0,1k-5k Employees,Noida +50 more
1313,GKN,Industrial Machinery,4.1,1k-5k Employees,Redditch +24 more
1314,Creambell,FMCG,3.9,201-500 Employees,Baddi +72 more
1315,LifeCell International,Biotechnology,3.5,1k-5k Employees,Chennai +65 more
1316,KGISL,IT Services & Consulting,3.4,501-1k Employees,Coimbatore +6 more
1317,SitusAMC,Software Product,3.3,1k-5k Employees,
1318,Diebold Nixdorf,IT Services & Consulting,3.9,1k-5k Employees,North Canton +36 more
1319,Prism Johnson,Building Material,3.9,1k-5k Employees,31 years old
1320,Accolite,IT Services & Consulting,3.6,1k-5k Employees,Dallas +11 more
1321,Lionbridge Technologies,Content Development,3.8,1k-5k Employees,Waltham +11 more
1322,Vijaya Diagnostic Centre,Healthcare,4.0,501-1k Employees,Hyderabad/Secunderabad +25 more
1323,Alshaya Group,Retail,3.9,501-1k Employees,Kuwait City +21 more
1324,Hella,Auto Components,4.0,1k-5k Employees,Lippstadt +21 more
1325,Adani Solar,Power,4.0,1k-5k Employees,8 years old
1326,Csc E Governance Services,Government,3.9,201-500 Employees,14 years old
1327,Bikanervala,FMCG,4.0,1k-5k Employees,Delhi/NCR +45 more
1328,Wonder Cement,Building Material,4.1,1k-5k Employees,13 years old
1329,Deepak Nitrite,Chemicals,4.0,1k-5k Employees,53 years old
1330,India Shelter Finance Corporation,NBFC,4.0,1k-5k Employees,Gurgaon +105 more
1331,India Japan Lighting,Auto Components,4.1,501-1k Employees,Chennai +19 more
1332,BASF,Chemicals,4.5,1k-5k Employees,80 years old
1333,General Motors,Automobile,4.4,1k-5k Employees,27 years old
1334,Encore Capital Group,IT Services & Consulting,4.1,1k-5k Employees,San Diego +2 more
1335,Quantiphi Analytics Solutions,IT Services & Consulting,3.3,1k-5k Employees,10 years old
1336,Financial Software & Systems,FinTech,3.8,1k-5k Employees,Chennai +25 more
1337,Mount Litera Zee School,Education & Training,3.9,1k-5k Employees,Mumbai +106 more
1338,KaaShiv InfoTech Company,IT Services & Consulting,4.9,51-200 Employees,
1339,Balkrishna Industries,Auto Components,4.0,1k-5k Employees,36 years old
1340,MasterCard,IT Services & Consulting,4.2,1k-5k Employees,57 years old
1341,Sun Life Financial,IT Services & Consulting,4.4,1k-5k Employees,158 years old
1342,Icon Plc,Clinical Research,4.1,1k-5k Employees,33 years old
1343,JK Paper,Pulp & Paper,4.0,1k-5k Employees,61 years old
1344,MPS Limited,Printing & Publishing,4.0,1k-5k Employees,53 years old
1345,Experis IT,Recruitment,3.2,1k-5k Employees,Milwaukee +30 more
1346,Lovely Professional University,Education & Training,3.5,1k-5k Employees,Phagwara +20 more
1347,Magna International,IT Services & Consulting,4.0,5k-10k Employees,66 years old
1348,Radical Minds,BPO,2.8,5k-10k Employees,Gurgaon/Gurugram +8 more
1349,SoftAge Information Technology,IT Services & Consulting,4.1,1k-5k Employees,Gurgaon/Gurugram +127 more
1350,Border Security Force,Defence & Aerospace,4.6,1 Lakh+ Employees,Delhi/NCR +65 more
1351,Electrotherm,Iron & Steel,4.2,1k-5k Employees,40 years old
1352,Care Hospital,Healthcare,4.0,1k-5k Employees,Hyderabad/Secunderabad +34 more
1353,Bluestream Software Solution,IT Services & Consulting,4.7,1k-5k Employees,
1354,Astral Adhesives,Chemicals,4.1,1k-5k Employees,Ahmedabad +80 more
1355,T.v. Sundram Iyengar & Sons,Automobile,4.2,1k-5k Employees,Chennai +73 more
1356,Saud Bahwan Group,Automobile,3.4,201-500 Employees,Muscat +18 more
1357,Tafe Motors & Tractors,Automobile,4.0,1k-5k Employees,
1358,Titan Eye Plus,Other,4.4,1 Lakh+ Employees (Global),Bangalore/Bengaluru +106 more
1359,KMV Projects,Engineering & Construction,4.0,1k-5k Employees,Hyderabad/Secunderabad +45 more
1360,Wuerth,Industrial Machinery,4.0,1k-5k Employees,Mumbai +49 more
1361,Parag Milk Foods,FMCG,3.9,1k-5k Employees,31 years old
1362,Quikr,Internet,3.8,1k-5k Employees,15 years old
1363,K Raheja Corp,Real Estate,4.2,1k-5k Employees,Mumbai +15 more
1364,Sunbeam Auto,Auto Components,3.7,1k-5k Employees,Gurgaon/Gurugram +19 more
1365,Fortrea Development India Private Limited,Clinical Research,4.2,5k-10k Employees,
1366,Rane Engine Valve Limited,Auto Components,4.0,1k-5k Employees,64 years old
1367,Welspun World,Building Material,3.8,1k-5k Employees,38 years old
1368,Micro Turners,Auto Components,3.6,51-200 Employees,Panchkula +33 more
1369,TIAA Global Business Services,IT Services & Consulting,4.2,1k-5k Employees,Manhattan +8 more
1370,Aisin Automotive Haryana,Auto Components,4.0,201-500 Employees,Gurgaon/Gurugram +16 more
1371,Tavant Technologies,IT Services & Consulting,3.9,1k-5k Employees,Santa Clara +8 more
1372,Educomp Solutions,EdTech,3.5,11-50 Employees,29 years old
1373,Mindarika,Auto Components,3.8,1k-5k Employees,Gurgaon/Gurugram +18 more
1374,Molex,Semiconductors,3.8,1k-5k Employees,Lisle +10 more
1375,PeopleStrong,Recruitment,3.7,1k-5k Employees,Gurgaon +16 more
1376,Courtyard by Marriott,Hospitality,4.1,1k-5k Employees,96 years old
1377,ACL Digital,IT Services & Consulting,3.6,1k-5k Employees,Santa Clara +17 more
1378,Geojit Financial Services,1k-5k Employees,3.8,Public,Kochi +118 more
1379,Tata Power Delhi Distribution,Power,3.9,1k-5k Employees,New Delhi +32 more
1380,Wapcos,Engineering & Construction,3.7,1k-5k Employees,54 years old
1381,Turbo Energy,Auto Components,4.2,1k-5k Employees,Chennai +16 more
1382,Shivam Autotech,Auto Components,3.6,501-1k Employees,25 years old
1383,IBS Software Services,Software Product,3.9,1k-5k Employees,Thiruvananthapuram +9 more
1384,SKH Metals,Auto Components,3.9,1k-5k Employees,Gurgaon +11 more
1385,AVTEC,Auto Components,3.7,1k-5k Employees,18 years old
1386,Medreich,Pharma,3.8,1k-5k Employees,Bangalore/Bengaluru +12 more
1387,Poly Medicure,Medical Equipment,3.6,5k-10k Employees,26 years old
1388,Ge India Industrial,Conglomerate,4.3,121 years old,
1389,Ramky Infrastructure,Real Estate,4.1,1k-5k Employees,29 years old
1390,NRB Bearings,Auto Components,4.0,1k-5k Employees,58 years old
1391,BEML,Railways,4.0,5k-10k Employees,59 years old
